date,bidopen,bidclose,bidhigh,bidlow,askopen,askclose,askhigh,asklow,tickqty
2017-01-03 00:00:00,1.05163,1.0465,1.05163,1.0456,1.05306,1.04674,1.05306,1.04584,6835
2017-01-03 01:00:00,1.0465,1.04745,1.04796,1.04632,1.04674,1.04771,1.04823,1.04658,9683
2017-01-03 02:00:00,1.04745,1.04707,1.04768,1.04695,1.04771,1.04733,1.04795,1.0472,8205
2017-01-03 03:00:00,1.04707,1.04835,1.04836,1.047,1.04733,1.04862,1.04862,1.04725,7245
2017-01-03 04:00:00,1.04835,1.04871,1.04887,1.04805,1.04862,1.04897,1.04913,1.04831,4920
2017-01-03 05:00:00,1.04871,1.04809,1.04889,1.04801,1.04897,1.04836,1.04915,1.04828,5429
2017-01-03 06:00:00,1.04809,1.04867,1.04879,1.04797,1.04836,1.04894,1.04905,1.04825,6260
2017-01-03 07:00:00,1.04867,1.04591,1.04875,1.04523,1.04894,1.04615,1.04901,1.04548,18527
2017-01-03 08:00:00,1.04591,1.0434,1.04649,1.04193,1.04615,1.04366,1.04671,1.04218,27209
2017-01-03 09:00:00,1.0434,1.04007,1.0435,1.0399,1.04366,1.04031,1.04378,1.04014,25079
2017-01-03 10:00:00,1.04007,1.03953,1.04153,1.03947,1.04031,1.03977,1.04178,1.03972,18017
2017-01-03 11:00:00,1.03953,1.0393,1.03985,1.038,1.03977,1.03955,1.04009,1.03826,20625
2017-01-03 12:00:00,1.0393,1.03878,1.03932,1.03739,1.03955,1.03902,1.03957,1.03762,20467
2017-01-03 13:00:00,1.03878,1.03903,1.03907,1.03806,1.03902,1.03927,1.03931,1.03831,16548
2017-01-03 14:00:00,1.03903,1.03873,1.04068,1.03835,1.03927,1.03915,1.04092,1.03858,18350
2017-01-03 15:00:00,1.03873,1.03831,1.03889,1.03391,1.03915,1.03857,1.0392,1.03417,47314
2017-01-03 16:00:00,1.03831,1.0414,1.04324,1.03773,1.03857,1.04166,1.04349,1.03799,42403
2017-01-03 17:00:00,1.0414,1.04259,1.04273,1.04089,1.04166,1.04284,1.04297,1.04113,13321
2017-01-03 18:00:00,1.04259,1.04139,1.04304,1.04122,1.04284,1.04164,1.0433,1.04146,12385
2017-01-03 19:00:00,1.04139,1.04096,1.04139,1.04042,1.04164,1.04118,1.04164,1.04066,9004
2017-01-03 20:00:00,1.04096,1.04009,1.04161,1.04008,1.04118,1.04033,1.04185,1.04031,10169
2017-01-03 21:00:00,1.04009,1.04037,1.0406,1.04004,1.04033,1.04076,1.04084,1.04029,4625
2017-01-03 22:00:00,1.04037,1.04078,1.04112,1.04024,1.04076,1.04111,1.04147,1.04051,1874
2017-01-03 23:00:00,1.04078,1.04163,1.04227,1.04071,1.04111,1.0419,1.04256,1.04108,12330
2017-01-04 00:00:00,1.04163,1.03932,1.04166,1.0391,1.0419,1.0396,1.04194,1.03931,13884
2017-01-04 01:00:00,1.03932,1.03921,1.0401,1.03886,1.0396,1.03947,1.04036,1.03908,14206
2017-01-04 02:00:00,1.03921,1.04044,1.04052,1.0392,1.03947,1.04069,1.04078,1.03946,10888
2017-01-04 03:00:00,1.04044,1.04041,1.04069,1.03964,1.04069,1.04066,1.04094,1.0399,7998
2017-01-04 04:00:00,1.04041,1.04014,1.04083,1.04013,1.04066,1.0404,1.04108,1.04039,6706
2017-01-04 05:00:00,1.04014,1.04055,1.04079,1.04004,1.0404,1.0408,1.04106,1.0403,5451
2017-01-04 06:00:00,1.04055,1.0405,1.04134,1.0398,1.0408,1.04076,1.0416,1.04007,8470
2017-01-04 07:00:00,1.0405,1.0416,1.04202,1.04044,1.04076,1.04185,1.04228,1.04069,15002
2017-01-04 08:00:00,1.0416,1.04324,1.04389,1.04142,1.04185,1.0435,1.04416,1.04167,24357
2017-01-04 09:00:00,1.04324,1.04369,1.04444,1.04271,1.0435,1.04397,1.0447,1.04296,20857
2017-01-04 10:00:00,1.04369,1.04314,1.04427,1.04259,1.04397,1.04339,1.04453,1.04281,19186
2017-01-04 11:00:00,1.04314,1.04301,1.04441,1.04263,1.04339,1.04327,1.04466,1.04287,17855
2017-01-04 12:00:00,1.04301,1.04326,1.04403,1.04222,1.04327,1.04351,1.04427,1.04247,19207
2017-01-04 13:00:00,1.04326,1.0438,1.04452,1.04266,1.04351,1.04404,1.04479,1.04292,19038
2017-01-04 14:00:00,1.0438,1.04609,1.04626,1.04354,1.04404,1.04634,1.04653,1.04379,27619
2017-01-04 15:00:00,1.04609,1.04748,1.048,1.04522,1.04634,1.04772,1.04821,1.04549,28848
2017-01-04 16:00:00,1.04748,1.04741,1.04903,1.04701,1.04772,1.04766,1.04929,1.04726,21875
2017-01-04 17:00:00,1.04741,1.04705,1.04826,1.04681,1.04766,1.0473,1.04852,1.04705,11487
2017-01-04 18:00:00,1.04705,1.04765,1.04813,1.04662,1.0473,1.04798,1.04839,1.04687,8506
2017-01-04 19:00:00,1.04765,1.0465,1.04988,1.04506,1.04798,1.04677,1.05015,1.04531,38474
2017-01-04 20:00:00,1.0465,1.04849,1.04857,1.04625,1.04677,1.04876,1.04883,1.04649,13835
2017-01-04 21:00:00,1.04849,1.04853,1.04941,1.04794,1.04876,1.04933,1.04966,1.04819,7759
2017-01-04 22:00:00,1.04853,1.04852,1.04894,1.04813,1.04933,1.04894,1.04943,1.04852,3193
2017-01-04 23:00:00,1.04852,1.04958,1.05003,1.04796,1.04894,1.04985,1.05028,1.04822,6832
2017-01-05 00:00:00,1.04958,1.05393,1.05393,1.04948,1.04985,1.05421,1.05421,1.04977,33719
2017-01-05 01:00:00,1.05393,1.05181,1.05397,1.05088,1.05421,1.05206,1.05425,1.05114,22199
2017-01-05 02:00:00,1.05181,1.05134,1.05275,1.05099,1.05206,1.0516,1.05302,1.05124,15260
2017-01-05 03:00:00,1.05134,1.05192,1.05262,1.05126,1.0516,1.05217,1.05286,1.05152,11456
2017-01-05 04:00:00,1.05192,1.05251,1.05276,1.05163,1.05217,1.05277,1.05302,1.05189,7802
2017-01-05 05:00:00,1.05251,1.05402,1.05624,1.05225,1.05277,1.05427,1.0565,1.05251,22067
2017-01-05 06:00:00,1.05402,1.05652,1.05738,1.05394,1.05427,1.05681,1.05765,1.05419,21273
2017-01-05 07:00:00,1.05652,1.05585,1.05675,1.05419,1.05681,1.0561,1.05701,1.05445,29241
2017-01-05 08:00:00,1.05585,1.05141,1.05689,1.05035,1.0561,1.05167,1.05716,1.05059,40637
2017-01-05 09:00:00,1.05141,1.05035,1.05227,1.05004,1.05167,1.05062,1.05249,1.05029,26209
2017-01-05 10:00:00,1.05035,1.04874,1.05124,1.04863,1.05062,1.049,1.05149,1.04889,19632
2017-01-05 11:00:00,1.04874,1.04924,1.05,1.04813,1.049,1.04949,1.05025,1.04837,18521
2017-01-05 12:00:00,1.04924,1.05001,1.05171,1.04907,1.04949,1.05025,1.05196,1.04931,20696
2017-01-05 13:00:00,1.05001,1.05294,1.05414,1.04923,1.05025,1.05318,1.05439,1.04947,44677
2017-01-05 14:00:00,1.05294,1.05435,1.055,1.05268,1.05318,1.05466,1.05524,1.05291,30634
2017-01-05 15:00:00,1.05435,1.06013,1.06079,1.05348,1.05466,1.06037,1.06104,1.05376,57537
2017-01-05 16:00:00,1.06013,1.05976,1.06141,1.05846,1.06037,1.06,1.06166,1.05868,44222
2017-01-05 17:00:00,1.05976,1.0597,1.06001,1.05905,1.06,1.05994,1.06025,1.05931,16858
2017-01-05 18:00:00,1.0597,1.0599,1.06063,1.05895,1.05994,1.06014,1.06086,1.05921,14607
2017-01-05 19:00:00,1.0599,1.05906,1.05999,1.05857,1.06014,1.05932,1.06024,1.05882,12437
2017-01-05 20:00:00,1.05906,1.05978,1.05983,1.05872,1.05932,1.06004,1.06007,1.05898,9553
2017-01-05 21:00:00,1.05978,1.06039,1.06086,1.05977,1.06004,1.06096,1.06112,1.06002,5721
2017-01-05 22:00:00,1.06039,1.06,1.06067,1.05965,1.06096,1.06042,1.06108,1.06009,2258
2017-01-05 23:00:00,1.06,1.06028,1.06119,1.06,1.06042,1.06055,1.06146,1.06039,9491
2017-01-06 00:00:00,1.06028,1.05892,1.06059,1.05842,1.06055,1.05917,1.06087,1.05866,17502
2017-01-06 01:00:00,1.05892,1.05831,1.05906,1.05744,1.05917,1.05858,1.05932,1.05771,19555
2017-01-06 02:00:00,1.05831,1.05862,1.05923,1.05782,1.05858,1.05887,1.05948,1.05808,12701
2017-01-06 03:00:00,1.05862,1.05874,1.0591,1.0579,1.05887,1.059,1.05936,1.05816,9277
2017-01-06 04:00:00,1.05874,1.05793,1.05901,1.05769,1.059,1.05817,1.05928,1.05795,8642
2017-01-06 05:00:00,1.05793,1.05813,1.0582,1.05754,1.05817,1.05838,1.05845,1.05781,7637
2017-01-06 06:00:00,1.05813,1.05778,1.05869,1.05737,1.05838,1.05806,1.05895,1.05762,9205
2017-01-06 07:00:00,1.05778,1.0583,1.05896,1.0573,1.05806,1.05854,1.05921,1.05758,16919
2017-01-06 08:00:00,1.0583,1.05924,1.05967,1.05798,1.05854,1.05949,1.05993,1.05822,16484
2017-01-06 09:00:00,1.05924,1.05994,1.06075,1.05855,1.05949,1.06022,1.06101,1.0588,17854
2017-01-06 10:00:00,1.05994,1.06048,1.06064,1.05884,1.06022,1.06074,1.0609,1.05904,15275
2017-01-06 11:00:00,1.06048,1.0585,1.06051,1.05823,1.06074,1.05876,1.06076,1.05848,11933
2017-01-06 12:00:00,1.0585,1.05787,1.05856,1.05695,1.05876,1.05811,1.05881,1.0572,14357
2017-01-06 13:00:00,1.05787,1.05428,1.06209,1.05381,1.05811,1.05454,1.06252,1.05406,61830
2017-01-06 14:00:00,1.05428,1.05568,1.05681,1.05343,1.05454,1.05602,1.05706,1.05367,34280
2017-01-06 15:00:00,1.05568,1.05716,1.05817,1.05477,1.05602,1.05741,1.05845,1.05503,26750
2017-01-06 16:00:00,1.05716,1.05574,1.05814,1.05498,1.05741,1.05599,1.0584,1.05524,19480
2017-01-06 17:00:00,1.05574,1.05486,1.05608,1.05346,1.05599,1.0551,1.05632,1.05371,11784
2017-01-06 18:00:00,1.05486,1.05247,1.05509,1.0524,1.0551,1.05273,1.05532,1.05266,8939
2017-01-06 19:00:00,1.05247,1.05299,1.05332,1.05239,1.05273,1.05324,1.05357,1.05262,7237
2017-01-06 20:00:00,1.05299,1.05331,1.05347,1.05265,1.05324,1.05357,1.0537,1.05291,6583
2017-01-06 21:00:00,1.05331,1.05308,1.05342,1.05278,1.05357,1.05383,1.05384,1.05311,3440
2017-01-08 20:00:00,1.05308,1.05273,1.05288,1.05263,1.05383,1.05316,1.0538,1.05312,52
2017-01-08 21:00:00,1.05273,1.0528,1.05308,1.05256,1.05316,1.0533,1.0535,1.05311,107
2017-01-08 22:00:00,1.0528,1.0531,1.05326,1.05259,1.0533,1.05342,1.05365,1.05311,1217
2017-01-08 23:00:00,1.0531,1.05283,1.05348,1.05247,1.05342,1.05311,1.05377,1.05275,4538
2017-01-09 00:00:00,1.05283,1.05338,1.05346,1.05208,1.05311,1.05363,1.05372,1.05234,7228
2017-01-09 01:00:00,1.05338,1.05408,1.05433,1.05331,1.05363,1.05434,1.05459,1.05358,7657
2017-01-09 02:00:00,1.05408,1.05313,1.05414,1.05313,1.05434,1.0534,1.05438,1.0534,5484
2017-01-09 03:00:00,1.05313,1.05285,1.05336,1.05249,1.0534,1.05311,1.05362,1.05277,4982
2017-01-09 04:00:00,1.05285,1.05251,1.05288,1.05225,1.05311,1.05278,1.05314,1.0525,6941
2017-01-09 05:00:00,1.05251,1.05226,1.05309,1.05153,1.05278,1.05252,1.05335,1.05181,7717
2017-01-09 06:00:00,1.05226,1.05315,1.05354,1.05179,1.05252,1.05343,1.0538,1.05205,6604
2017-01-09 07:00:00,1.05315,1.05359,1.05399,1.0528,1.05343,1.05386,1.05426,1.05307,13692
2017-01-09 08:00:00,1.05359,1.05467,1.05549,1.05331,1.05386,1.05494,1.05575,1.05358,19443
2017-01-09 09:00:00,1.05467,1.0523,1.0551,1.05222,1.05494,1.05256,1.05535,1.0525,23397
2017-01-09 10:00:00,1.0523,1.0517,1.05243,1.05095,1.05256,1.05196,1.05269,1.05121,17468
2017-01-09 11:00:00,1.0517,1.05232,1.05316,1.05112,1.05196,1.05259,1.05341,1.05139,21509
2017-01-09 12:00:00,1.05232,1.05208,1.05304,1.05188,1.05259,1.05232,1.05327,1.05214,14719
2017-01-09 13:00:00,1.05208,1.05333,1.05407,1.05114,1.05232,1.05359,1.05432,1.05138,22409
2017-01-09 14:00:00,1.05333,1.05296,1.05476,1.05233,1.05359,1.0532,1.05501,1.05257,25355
2017-01-09 15:00:00,1.05296,1.05538,1.05626,1.05272,1.0532,1.05564,1.05653,1.05298,21983
2017-01-09 16:00:00,1.05538,1.05742,1.05821,1.0553,1.05564,1.05768,1.05847,1.05557,22062
2017-01-09 17:00:00,1.05742,1.05695,1.05774,1.05601,1.05768,1.05719,1.058,1.05625,12154
2017-01-09 18:00:00,1.05695,1.0563,1.05764,1.05623,1.05719,1.05653,1.05789,1.05648,8117
2017-01-09 19:00:00,1.0563,1.05766,1.05772,1.05611,1.05653,1.05791,1.05793,1.05634,7446
2017-01-09 20:00:00,1.05766,1.05677,1.05773,1.05565,1.05791,1.057,1.05793,1.0559,9403
2017-01-09 21:00:00,1.05677,1.05705,1.05736,1.05658,1.057,1.05778,1.05778,1.05682,3251
2017-01-09 22:00:00,1.05705,1.05826,1.05881,1.05694,1.05778,1.0586,1.0591,1.05757,2844
2017-01-09 23:00:00,1.05826,1.05847,1.05883,1.05813,1.0586,1.05873,1.05906,1.05839,4870
2017-01-10 00:00:00,1.05847,1.05888,1.05984,1.0583,1.05873,1.05913,1.06008,1.05856,9843
2017-01-10 01:00:00,1.05888,1.05778,1.05938,1.05746,1.05913,1.05805,1.05963,1.05771,11424
2017-01-10 02:00:00,1.05778,1.06055,1.06106,1.05748,1.05805,1.06083,1.06132,1.05773,19930
2017-01-10 03:00:00,1.06055,1.06146,1.06261,1.06033,1.06083,1.06172,1.06287,1.06059,21013
2017-01-10 04:00:00,1.06146,1.06072,1.06181,1.0606,1.06172,1.06098,1.06206,1.06087,12505
2017-01-10 05:00:00,1.06072,1.06083,1.0613,1.06016,1.06098,1.06109,1.06155,1.06042,12457
2017-01-10 06:00:00,1.06083,1.05941,1.0615,1.05924,1.06109,1.05966,1.06171,1.0595,12003
2017-01-10 07:00:00,1.05941,1.05969,1.06023,1.05881,1.05966,1.05995,1.0605,1.05906,18010
2017-01-10 08:00:00,1.05969,1.06026,1.06193,1.05859,1.05995,1.06052,1.06216,1.05883,28336
2017-01-10 09:00:00,1.06026,1.05953,1.06056,1.05889,1.06052,1.05978,1.06081,1.05913,19410
2017-01-10 10:00:00,1.05953,1.059,1.05992,1.05789,1.05978,1.05924,1.06015,1.05813,16318
2017-01-10 11:00:00,1.059,1.05772,1.05903,1.0576,1.05924,1.05794,1.05926,1.05784,12151
2017-01-10 12:00:00,1.05772,1.05677,1.0584,1.0561,1.05794,1.05701,1.05863,1.05635,19140
2017-01-10 13:00:00,1.05677,1.05736,1.05757,1.05574,1.05701,1.0576,1.05782,1.05599,18600
2017-01-10 14:00:00,1.05736,1.05944,1.06039,1.05682,1.0576,1.05968,1.06063,1.05704,24806
2017-01-10 15:00:00,1.05944,1.05922,1.06013,1.057,1.05968,1.05948,1.06036,1.05724,24666
2017-01-10 16:00:00,1.05922,1.05707,1.05969,1.05667,1.05948,1.05731,1.05993,1.0569,22736
2017-01-10 17:00:00,1.05707,1.05599,1.05741,1.05496,1.05731,1.05626,1.05766,1.0552,13741
2017-01-10 18:00:00,1.05599,1.05574,1.05635,1.05549,1.05626,1.05599,1.05659,1.05573,8620
2017-01-10 19:00:00,1.05574,1.0557,1.05622,1.05542,1.05599,1.05594,1.05646,1.05565,7735
2017-01-10 20:00:00,1.0557,1.05607,1.05612,1.05549,1.05594,1.0563,1.05637,1.05573,4778
2017-01-10 21:00:00,1.05607,1.05524,1.05607,1.05522,1.0563,1.05558,1.0563,1.05552,3286
2017-01-10 22:00:00,1.05524,1.05551,1.05597,1.05524,1.05558,1.05583,1.05638,1.05553,1838
2017-01-10 23:00:00,1.05551,1.05511,1.05554,1.055,1.05583,1.05538,1.05585,1.05523,3370
2017-01-11 00:00:00,1.05511,1.05566,1.0562,1.05501,1.05538,1.0559,1.05644,1.05527,7428
2017-01-11 01:00:00,1.05566,1.0557,1.05648,1.05484,1.0559,1.05596,1.05674,1.0551,11923
2017-01-11 02:00:00,1.0557,1.05449,1.05596,1.05415,1.05596,1.05474,1.05622,1.0544,11326
2017-01-11 03:00:00,1.05449,1.05442,1.05488,1.0535,1.05474,1.05468,1.05515,1.05374,10811
2017-01-11 04:00:00,1.05442,1.05493,1.05496,1.05394,1.05468,1.05519,1.05521,1.0542,9158
2017-01-11 05:00:00,1.05493,1.05485,1.05516,1.05445,1.05519,1.0551,1.0554,1.05472,7462
2017-01-11 06:00:00,1.05485,1.05614,1.05656,1.05484,1.0551,1.05642,1.05683,1.0551,9035
2017-01-11 07:00:00,1.05614,1.05572,1.0562,1.05519,1.05642,1.05596,1.05646,1.05543,13745
2017-01-11 08:00:00,1.05572,1.05567,1.05585,1.05449,1.05596,1.05592,1.05611,1.05475,16376
2017-01-11 09:00:00,1.05567,1.0534,1.05576,1.0529,1.05592,1.05366,1.05601,1.05314,14959
2017-01-11 10:00:00,1.0534,1.05213,1.05349,1.05146,1.05366,1.05235,1.05374,1.05169,14002
2017-01-11 11:00:00,1.05213,1.05179,1.05238,1.05121,1.05235,1.05204,1.05264,1.05146,12313
2017-01-11 12:00:00,1.05179,1.05004,1.05197,1.04987,1.05204,1.0503,1.05221,1.05012,17941
2017-01-11 13:00:00,1.05004,1.05122,1.05145,1.04926,1.0503,1.05145,1.05169,1.04952,20965
2017-01-11 14:00:00,1.05122,1.04798,1.05145,1.04767,1.05145,1.04819,1.0517,1.04791,26016
2017-01-11 15:00:00,1.04798,1.04729,1.0481,1.04528,1.04819,1.04753,1.04835,1.04552,33643
2017-01-11 16:00:00,1.04729,1.04982,1.054,1.0457,1.04753,1.05007,1.05424,1.04593,76810
2017-01-11 17:00:00,1.04982,1.05573,1.05717,1.04716,1.05007,1.05596,1.05744,1.04741,73598
2017-01-11 18:00:00,1.05573,1.06023,1.06218,1.05535,1.05596,1.0605,1.06246,1.05558,82129
2017-01-11 19:00:00,1.06023,1.05753,1.06132,1.05694,1.0605,1.05779,1.06154,1.05718,36003
2017-01-11 20:00:00,1.05753,1.05716,1.05768,1.0563,1.05779,1.05742,1.05793,1.05655,15829
2017-01-11 21:00:00,1.05716,1.05804,1.05837,1.05715,1.05742,1.05847,1.05862,1.05741,5566
2017-01-11 22:00:00,1.05804,1.0582,1.05831,1.05755,1.05847,1.05854,1.0586,1.05805,1700
2017-01-11 23:00:00,1.0582,1.05931,1.05979,1.05763,1.05854,1.05957,1.06008,1.05792,5656
2017-01-12 00:00:00,1.05931,1.05806,1.0596,1.05703,1.05957,1.05832,1.05987,1.05728,14719
2017-01-12 01:00:00,1.05806,1.05815,1.05919,1.05746,1.05832,1.05843,1.05945,1.05774,13563
2017-01-12 02:00:00,1.05815,1.05976,1.06087,1.05816,1.05843,1.06002,1.06113,1.05843,17828
2017-01-12 03:00:00,1.05976,1.06101,1.06127,1.05926,1.06002,1.06127,1.06154,1.05953,14846
2017-01-12 04:00:00,1.06101,1.05986,1.06116,1.05973,1.06127,1.06012,1.06142,1.06,11208
2017-01-12 05:00:00,1.05986,1.06101,1.06102,1.05936,1.06012,1.06126,1.06128,1.05961,8825
2017-01-12 06:00:00,1.06101,1.06363,1.06376,1.06037,1.06126,1.06392,1.064,1.06062,18692
2017-01-12 07:00:00,1.06363,1.06283,1.06418,1.06263,1.06392,1.0631,1.06446,1.06288,23498
2017-01-12 08:00:00,1.06283,1.06421,1.06635,1.06262,1.0631,1.06447,1.0666,1.06287,36124
2017-01-12 09:00:00,1.06421,1.06398,1.06439,1.06265,1.06447,1.06423,1.06465,1.06291,26928
2017-01-12 10:00:00,1.06398,1.0637,1.06416,1.06184,1.06423,1.06396,1.06443,1.06208,20372
2017-01-12 11:00:00,1.0637,1.0651,1.06514,1.06359,1.06396,1.06535,1.06537,1.06386,15934
2017-01-12 12:00:00,1.0651,1.06733,1.06835,1.06503,1.06535,1.06759,1.06861,1.06528,27043
2017-01-12 13:00:00,1.06733,1.06514,1.06815,1.06423,1.06759,1.06538,1.06839,1.06447,32291
2017-01-12 14:00:00,1.06514,1.06576,1.0658,1.06314,1.06538,1.06597,1.06604,1.06337,30534
2017-01-12 15:00:00,1.06576,1.06514,1.06746,1.06363,1.06597,1.06539,1.0677,1.06386,37901
2017-01-12 16:00:00,1.06514,1.06645,1.06666,1.06468,1.06539,1.0667,1.06691,1.0649,29202
2017-01-12 17:00:00,1.06645,1.06474,1.06678,1.06444,1.0667,1.06499,1.06701,1.06468,15359
2017-01-12 18:00:00,1.06474,1.06405,1.06507,1.0629,1.06499,1.06429,1.06531,1.06314,17613
2017-01-12 19:00:00,1.06405,1.06252,1.06415,1.06204,1.06429,1.06277,1.06439,1.06227,14392
2017-01-12 20:00:00,1.06252,1.06222,1.06281,1.06095,1.06277,1.06246,1.06305,1.06119,13461
2017-01-12 21:00:00,1.06222,1.06104,1.06242,1.06101,1.06246,1.06147,1.06265,1.06128,3399
2017-01-12 22:00:00,1.06104,1.06105,1.06173,1.06097,1.06147,1.06147,1.06219,1.0613,2948
2017-01-12 23:00:00,1.06105,1.06149,1.06154,1.06051,1.06147,1.06173,1.0618,1.06081,6684
2017-01-13 00:00:00,1.06149,1.06084,1.06168,1.06038,1.06173,1.06109,1.06194,1.06063,8831
2017-01-13 01:00:00,1.06084,1.06152,1.06185,1.06069,1.06109,1.06177,1.0621,1.06096,9910
2017-01-13 02:00:00,1.06152,1.06043,1.06179,1.06024,1.06177,1.06067,1.06203,1.06048,8710
2017-01-13 03:00:00,1.06043,1.06065,1.0611,1.06029,1.06067,1.06091,1.06134,1.06051,6410
2017-01-13 04:00:00,1.06065,1.06165,1.06168,1.06042,1.06091,1.06185,1.06188,1.06068,4763
2017-01-13 05:00:00,1.06165,1.0616,1.06165,1.06113,1.06185,1.06185,1.06185,1.06138,4277
2017-01-13 06:00:00,1.0616,1.06282,1.06289,1.06132,1.06185,1.06307,1.06315,1.06155,8921
2017-01-13 07:00:00,1.06282,1.06301,1.06396,1.06229,1.06307,1.06326,1.06423,1.06254,17431
2017-01-13 08:00:00,1.06301,1.0633,1.06424,1.06239,1.06326,1.06354,1.06449,1.06265,21060
2017-01-13 09:00:00,1.0633,1.0643,1.065,1.06264,1.06354,1.06455,1.06524,1.06288,14625
2017-01-13 10:00:00,1.0643,1.06431,1.06532,1.06393,1.06455,1.06455,1.06556,1.06416,13828
2017-01-13 11:00:00,1.06431,1.06448,1.06565,1.06424,1.06455,1.06472,1.06589,1.06448,13706
2017-01-13 12:00:00,1.06448,1.06438,1.06577,1.0642,1.06472,1.06463,1.066,1.06442,13523
2017-01-13 13:00:00,1.06438,1.06441,1.06745,1.06191,1.06463,1.06465,1.06773,1.06215,45401
2017-01-13 14:00:00,1.06441,1.06038,1.06516,1.05996,1.06465,1.06065,1.06538,1.06024,44094
2017-01-13 15:00:00,1.06038,1.06217,1.06285,1.0595,1.06065,1.06242,1.06309,1.05973,36808
2017-01-13 16:00:00,1.06217,1.06234,1.063,1.06107,1.06242,1.06257,1.06324,1.06131,21382
2017-01-13 17:00:00,1.06234,1.06361,1.06405,1.06209,1.06257,1.06384,1.06432,1.06232,15220
2017-01-13 18:00:00,1.06361,1.06309,1.06431,1.06283,1.06384,1.06333,1.06455,1.06307,10590
2017-01-13 19:00:00,1.06309,1.06428,1.06516,1.06289,1.06333,1.0645,1.06542,1.06312,10336
2017-01-13 20:00:00,1.06428,1.06359,1.06464,1.06346,1.0645,1.06383,1.06488,1.06369,8732
2017-01-13 21:00:00,1.06359,1.06388,1.06439,1.06356,1.06383,1.06512,1.06512,1.0638,4043
2017-01-15 19:00:00,1.06388,1.06135,1.06179,1.06083,1.06512,1.06211,1.06239,1.0616,253
2017-01-15 20:00:00,1.06135,1.05988,1.06145,1.05988,1.06211,1.06062,1.06211,1.06031,1004
2017-01-15 21:00:00,1.05988,1.06021,1.06069,1.05893,1.06062,1.06079,1.06143,1.05948,713
2017-01-15 22:00:00,1.06021,1.06201,1.0628,1.05998,1.06079,1.06255,1.06353,1.0609,2422
2017-01-15 23:00:00,1.06201,1.06263,1.06345,1.06187,1.06255,1.0629,1.06372,1.06235,8274
2017-01-16 00:00:00,1.06263,1.06277,1.06335,1.0623,1.0629,1.063,1.0636,1.06256,6761
2017-01-16 01:00:00,1.06277,1.06197,1.06293,1.06146,1.063,1.06222,1.06319,1.06171,7982
2017-01-16 02:00:00,1.06197,1.06206,1.06261,1.06096,1.06222,1.06229,1.06286,1.0612,10489
2017-01-16 03:00:00,1.06206,1.06097,1.0622,1.06052,1.06229,1.06122,1.06244,1.06074,7195
2017-01-16 04:00:00,1.06097,1.06138,1.06143,1.06038,1.06122,1.06162,1.06166,1.06061,6308
2017-01-16 05:00:00,1.06138,1.06196,1.06215,1.06101,1.06162,1.06221,1.0624,1.06125,9426
2017-01-16 06:00:00,1.06196,1.06169,1.06285,1.0616,1.06221,1.06193,1.06312,1.06184,9846
2017-01-16 07:00:00,1.06169,1.06126,1.06219,1.06032,1.06193,1.06148,1.0624,1.06056,15195
2017-01-16 08:00:00,1.06126,1.05818,1.06163,1.05784,1.06148,1.05846,1.06188,1.05811,26357
2017-01-16 09:00:00,1.05818,1.05889,1.05969,1.05792,1.05846,1.05913,1.05992,1.05817,20011
2017-01-16 10:00:00,1.05889,1.0585,1.05945,1.05821,1.05913,1.05873,1.05971,1.05845,13526
2017-01-16 11:00:00,1.0585,1.05927,1.05971,1.05779,1.05873,1.05952,1.05995,1.05804,13262
2017-01-16 12:00:00,1.05927,1.05895,1.05974,1.05843,1.05952,1.05919,1.05998,1.05866,10819
2017-01-16 13:00:00,1.05895,1.05915,1.05999,1.05887,1.05919,1.05938,1.06024,1.0591,9475
2017-01-16 14:00:00,1.05915,1.06053,1.06077,1.05884,1.05938,1.06078,1.06099,1.05907,10280
2017-01-16 15:00:00,1.06053,1.06049,1.06074,1.05914,1.06078,1.06073,1.06097,1.05938,10625
2017-01-16 16:00:00,1.06049,1.0599,1.06074,1.05897,1.06073,1.06012,1.06098,1.0592,10255
2017-01-16 17:00:00,1.0599,1.06031,1.06074,1.05964,1.06012,1.06057,1.06098,1.05985,6166
2017-01-16 18:00:00,1.06031,1.0598,1.0604,1.05959,1.06057,1.06013,1.06065,1.05987,3693
2017-01-16 19:00:00,1.0598,1.06015,1.0604,1.05965,1.06013,1.06041,1.06065,1.05998,5645
2017-01-16 20:00:00,1.06015,1.05978,1.0604,1.05949,1.06041,1.06009,1.0607,1.05979,7884
2017-01-16 21:00:00,1.05978,1.05944,1.06031,1.05938,1.06009,1.06064,1.06084,1.05994,21131
2017-01-16 22:00:00,1.05944,1.05971,1.0603,1.05938,1.06064,1.06006,1.06077,1.05998,1073
2017-01-16 23:00:00,1.05971,1.06009,1.06061,1.05965,1.06006,1.06036,1.06093,1.05992,4848
2017-01-17 00:00:00,1.06009,1.0605,1.06178,1.06007,1.06036,1.06074,1.06202,1.06036,9374
2017-01-17 01:00:00,1.0605,1.06013,1.06097,1.05998,1.06074,1.06038,1.06121,1.06022,7681
2017-01-17 02:00:00,1.06013,1.06193,1.06204,1.06012,1.06038,1.06218,1.06228,1.06038,8326
2017-01-17 03:00:00,1.06193,1.06234,1.06291,1.06133,1.06218,1.06258,1.06319,1.06157,8353
