Local time,Open,High,Low,Close,Volume
15.04.2018 13:00:00.000 GMT+0800,107.335,107.335,107.335,107.335,0
15.04.2018 14:00:00.000 GMT+0800,107.335,107.335,107.335,107.335,0
15.04.2018 15:00:00.000 GMT+0800,107.335,107.335,107.335,107.335,0
15.04.2018 16:00:00.000 GMT+0800,107.335,107.335,107.335,107.335,0
15.04.2018 17:00:00.000 GMT+0800,107.335,107.335,107.335,107.335,0
15.04.2018 18:00:00.000 GMT+0800,107.335,107.335,107.335,107.335,0
15.04.2018 19:00:00.000 GMT+0800,107.335,107.335,107.335,107.335,0
15.04.2018 20:00:00.000 GMT+0800,107.335,107.335,107.335,107.335,0
15.04.2018 21:00:00.000 GMT+0800,107.335,107.335,107.335,107.335,0
15.04.2018 22:00:00.000 GMT+0800,107.335,107.335,107.335,107.335,0
15.04.2018 23:00:00.000 GMT+0800,107.335,107.335,107.335,107.335,0
16.04.2018 00:00:00.000 GMT+0800,107.335,107.335,107.335,107.335,0
16.04.2018 01:00:00.000 GMT+0800,107.335,107.335,107.335,107.335,0
16.04.2018 02:00:00.000 GMT+0800,107.335,107.335,107.335,107.335,0
16.04.2018 03:00:00.000 GMT+0800,107.335,107.335,107.335,107.335,0
16.04.2018 04:00:00.000 GMT+0800,107.335,107.335,107.335,107.335,0
16.04.2018 05:00:00.000 GMT+0800,107.481,107.559,107.442,107.489,779.09
16.04.2018 06:00:00.000 GMT+0800,107.493,107.608,107.457,107.541,2720.75
16.04.2018 07:00:00.000 GMT+0800,107.540,107.583,107.478,107.521,2289.8701
16.04.2018 08:00:00.000 GMT+0800,107.521,107.521,107.380,107.472,6484.4399
16.04.2018 09:00:00.000 GMT+0800,107.473,107.478,107.330,107.380,4673.7798
16.04.2018 10:00:00.000 GMT+0800,107.380,107.410,107.172,107.198,4626.6099
16.04.2018 11:00:00.000 GMT+0800,107.201,107.273,107.175,107.250,3783.98
16.04.2018 12:00:00.000 GMT+0800,107.250,107.253,107.164,107.248,2996.46
16.04.2018 13:00:00.000 GMT+0800,107.248,107.253,107.129,107.208,4024.8101
16.04.2018 14:00:00.000 GMT+0800,107.207,107.314,107.170,107.217,5386.8999
16.04.2018 15:00:00.000 GMT+0800,107.219,107.289,107.198,107.210,6874.3198
16.04.2018 16:00:00.000 GMT+0800,107.208,107.274,107.181,107.193,5095.3999
16.04.2018 17:00:00.000 GMT+0800,107.192,107.220,107.150,107.202,4693.52
16.04.2018 18:00:00.000 GMT+0800,107.201,107.271,107.182,107.235,3821.3501
16.04.2018 19:00:00.000 GMT+0800,107.233,107.337,107.219,107.335,3972.9399
16.04.2018 20:00:00.000 GMT+0800,107.335,107.390,107.263,107.309,6481.6499
16.04.2018 21:00:00.000 GMT+0800,107.309,107.338,107.196,107.212,7166.8398
16.04.2018 22:00:00.000 GMT+0800,107.211,107.298,107.167,107.253,7209.4502
16.04.2018 23:00:00.000 GMT+0800,107.254,107.290,107.235,107.260,6276.3101
17.04.2018 00:00:00.000 GMT+0800,107.261,107.280,107.100,107.115,5734.8198
17.04.2018 01:00:00.000 GMT+0800,107.116,107.173,107.047,107.059,4488.2002
17.04.2018 02:00:00.000 GMT+0800,107.059,107.092,107.035,107.086,4506.1802
17.04.2018 03:00:00.000 GMT+0800,107.087,107.154,107.071,107.135,4900.27
17.04.2018 04:00:00.000 GMT+0800,107.136,107.144,107.074,107.108,3039.5
17.04.2018 05:00:00.000 GMT+0800,107.103,107.148,107.095,107.132,4671.8901
17.04.2018 06:00:00.000 GMT+0800,107.132,107.137,107.090,107.114,1110.76
17.04.2018 07:00:00.000 GMT+0800,107.115,107.161,107.036,107.053,2597.97
17.04.2018 08:00:00.000 GMT+0800,107.053,107.118,106.997,107.068,6243.0601
17.04.2018 09:00:00.000 GMT+0800,107.068,107.068,106.969,107.002,5318.0801
17.04.2018 10:00:00.000 GMT+0800,107.002,107.091,107.001,107.043,3836.29
17.04.2018 11:00:00.000 GMT+0800,107.043,107.094,107.020,107.073,2785.4099
17.04.2018 12:00:00.000 GMT+0800,107.072,107.081,107.024,107.058,2268.9299
17.04.2018 13:00:00.000 GMT+0800,107.058,107.065,106.989,106.999,3700.1599
17.04.2018 14:00:00.000 GMT+0800,106.999,107.025,106.904,106.916,5603.0698
17.04.2018 15:00:00.000 GMT+0800,106.915,107.009,106.883,106.997,5350.8701
17.04.2018 16:00:00.000 GMT+0800,106.995,107.016,106.917,106.969,4897.7202
17.04.2018 17:00:00.000 GMT+0800,106.969,107.070,106.950,107.058,4358.3101
17.04.2018 18:00:00.000 GMT+0800,107.059,107.093,107.028,107.078,4698.3599
17.04.2018 19:00:00.000 GMT+0800,107.077,107.099,107.029,107.091,3668.1599
17.04.2018 20:00:00.000 GMT+0800,107.091,107.168,107.076,107.141,6609.6602
17.04.2018 21:00:00.000 GMT+0800,107.142,107.152,107.076,107.125,7180.04
17.04.2018 22:00:00.000 GMT+0800,107.126,107.211,107.120,107.142,6888.75
17.04.2018 23:00:00.000 GMT+0800,107.142,107.158,107.086,107.087,5723.7202
18.04.2018 00:00:00.000 GMT+0800,107.088,107.126,106.935,106.943,5686.25
18.04.2018 01:00:00.000 GMT+0800,106.943,107.021,106.896,106.999,6420.3799
18.04.2018 02:00:00.000 GMT+0800,106.998,107.031,106.945,107.004,5294.3101
18.04.2018 03:00:00.000 GMT+0800,107.004,107.047,106.988,107.015,5460.79
18.04.2018 04:00:00.000 GMT+0800,107.015,107.041,106.992,107.004,3006.6101
18.04.2018 05:00:00.000 GMT+0800,107.003,107.041,106.987,107.012,6668.5
18.04.2018 06:00:00.000 GMT+0800,107.011,107.054,107.002,107.033,1684.86
18.04.2018 07:00:00.000 GMT+0800,107.032,107.063,107.007,107.021,1734.37
18.04.2018 08:00:00.000 GMT+0800,107.021,107.207,107.008,107.183,6635.0298
18.04.2018 09:00:00.000 GMT+0800,107.183,107.324,107.180,107.290,5915.48
18.04.2018 10:00:00.000 GMT+0800,107.290,107.295,107.231,107.243,2578.04
18.04.2018 11:00:00.000 GMT+0800,107.244,107.353,107.244,107.322,3609.7
18.04.2018 12:00:00.000 GMT+0800,107.322,107.375,107.296,107.351,2764.46
18.04.2018 13:00:00.000 GMT+0800,107.351,107.383,107.310,107.339,3910.8799
18.04.2018 14:00:00.000 GMT+0800,107.341,107.357,107.282,107.303,5783.2202
18.04.2018 15:00:00.000 GMT+0800,107.306,107.376,107.274,107.306,7327.3901
18.04.2018 16:00:00.000 GMT+0800,107.304,107.348,107.256,107.281,5770.7402
18.04.2018 17:00:00.000 GMT+0800,107.281,107.323,107.245,107.273,4258.7002
18.04.2018 18:00:00.000 GMT+0800,107.270,107.275,107.204,107.227,2868.3201
18.04.2018 19:00:00.000 GMT+0800,107.226,107.239,107.165,107.233,3740.99
18.04.2018 20:00:00.000 GMT+0800,107.233,107.247,107.199,107.226,4335.0098
18.04.2018 21:00:00.000 GMT+0800,107.224,107.241,107.145,107.185,6702.8198
18.04.2018 22:00:00.000 GMT+0800,107.185,107.241,107.097,107.236,7945.77
18.04.2018 23:00:00.000 GMT+0800,107.238,107.299,107.223,107.269,6890.02
19.04.2018 00:00:00.000 GMT+0800,107.269,107.306,107.151,107.165,5200.6899
19.04.2018 01:00:00.000 GMT+0800,107.164,107.273,107.159,107.219,4985.98
19.04.2018 02:00:00.000 GMT+0800,107.219,107.274,107.180,107.263,4718.3999
19.04.2018 03:00:00.000 GMT+0800,107.264,107.315,107.206,107.221,4424.8999
19.04.2018 04:00:00.000 GMT+0800,107.220,107.250,107.207,107.230,2650.77
19.04.2018 05:00:00.000 GMT+0800,107.230,107.241,107.188,107.205,5305.6401
19.04.2018 06:00:00.000 GMT+0800,107.205,107.247,107.181,107.213,1972.27
19.04.2018 07:00:00.000 GMT+0800,107.214,107.360,107.211,107.355,2679.1899
19.04.2018 08:00:00.000 GMT+0800,107.357,107.467,107.330,107.434,5739.2998
19.04.2018 09:00:00.000 GMT+0800,107.434,107.515,107.417,107.478,5925.4502
19.04.2018 10:00:00.000 GMT+0800,107.478,107.484,107.410,107.420,3304.5801
19.04.2018 11:00:00.000 GMT+0800,107.421,107.444,107.372,107.413,4124.0098
19.04.2018 12:00:00.000 GMT+0800,107.413,107.431,107.358,107.431,3191.46
19.04.2018 13:00:00.000 GMT+0800,107.431,107.448,107.373,107.422,3239.6201
19.04.2018 14:00:00.000 GMT+0800,107.422,107.470,107.364,107.373,5810.1299
19.04.2018 15:00:00.000 GMT+0800,107.373,107.385,107.269,107.288,5550.8301
19.04.2018 16:00:00.000 GMT+0800,107.288,107.405,107.262,107.360,5784.3799
19.04.2018 17:00:00.000 GMT+0800,107.361,107.431,107.353,107.372,4984.7402
19.04.2018 18:00:00.000 GMT+0800,107.372,107.456,107.358,107.413,4192.1802
19.04.2018 19:00:00.000 GMT+0800,107.414,107.440,107.356,107.358,3774.5701
19.04.2018 20:00:00.000 GMT+0800,107.358,107.396,107.313,107.348,6029.25
19.04.2018 21:00:00.000 GMT+0800,107.349,107.421,107.326,107.385,7220.8398
19.04.2018 22:00:00.000 GMT+0800,107.385,107.400,107.330,107.362,7733.9102
19.04.2018 23:00:00.000 GMT+0800,107.361,107.469,107.348,107.428,8992.4697
20.04.2018 00:00:00.000 GMT+0800,107.428,107.446,107.260,107.275,5965.2598
20.04.2018 01:00:00.000 GMT+0800,107.274,107.329,107.239,107.319,6576.98
20.04.2018 02:00:00.000 GMT+0800,107.319,107.421,107.318,107.398,6313.7202
20.04.2018 03:00:00.000 GMT+0800,107.401,107.505,107.315,107.352,6549.4502
20.04.2018 04:00:00.000 GMT+0800,107.352,107.375,107.349,107.363,2139.5601
20.04.2018 05:00:00.000 GMT+0800,107.361,107.415,107.352,107.391,7360.0298
20.04.2018 06:00:00.000 GMT+0800,107.390,107.442,107.385,107.423,4679
20.04.2018 07:00:00.000 GMT+0800,107.422,107.460,107.377,107.444,1655.35
20.04.2018 08:00:00.000 GMT+0800,107.443,107.561,107.394,107.463,9436.9297
20.04.2018 09:00:00.000 GMT+0800,107.462,107.732,107.413,107.718,7222.0698
20.04.2018 10:00:00.000 GMT+0800,107.721,107.728,107.615,107.656,4820.23
20.04.2018 11:00:00.000 GMT+0800,107.656,107.672,107.580,107.615,3665.2
20.04.2018 12:00:00.000 GMT+0800,107.616,107.685,107.616,107.647,2921.5901
20.04.2018 13:00:00.000 GMT+0800,107.647,107.672,107.605,107.634,4717.8701
20.04.2018 14:00:00.000 GMT+0800,107.630,107.632,107.486,107.506,6662.9102
20.04.2018 15:00:00.000 GMT+0800,107.507,107.578,107.479,107.555,6147.71
20.04.2018 16:00:00.000 GMT+0800,107.554,107.616,107.535,107.616,3923.3701
20.04.2018 17:00:00.000 GMT+0800,107.616,107.686,107.601,107.660,4651.2402
20.04.2018 18:00:00.000 GMT+0800,107.661,107.711,107.634,107.636,4494.9102
20.04.2018 19:00:00.000 GMT+0800,107.636,107.655,107.574,107.620,4128.9199
20.04.2018 20:00:00.000 GMT+0800,107.620,107.702,107.551,107.693,5744.25
20.04.2018 21:00:00.000 GMT+0800,107.695,107.798,107.663,107.791,8975.0195
20.04.2018 22:00:00.000 GMT+0800,107.790,107.855,107.691,107.698,8726.4004
20.04.2018 23:00:00.000 GMT+0800,107.698,107.711,107.565,107.614,9373.6299
21.04.2018 00:00:00.000 GMT+0800,107.615,107.646,107.510,107.511,7216.5898
21.04.2018 01:00:00.000 GMT+0800,107.512,107.604,107.506,107.578,4924.7998
21.04.2018 02:00:00.000 GMT+0800,107.578,107.604,107.556,107.590,4137.02
21.04.2018 03:00:00.000 GMT+0800,107.588,107.645,107.555,107.645,3536.4299
21.04.2018 04:00:00.000 GMT+0800,107.645,107.666,107.582,107.632,2484.5701
21.04.2018 05:00:00.000 GMT+0800,107.632,107.632,107.632,107.632,0
21.04.2018 06:00:00.000 GMT+0800,107.632,107.632,107.632,107.632,0
21.04.2018 07:00:00.000 GMT+0800,107.632,107.632,107.632,107.632,0
21.04.2018 08:00:00.000 GMT+0800,107.632,107.632,107.632,107.632,0
21.04.2018 09:00:00.000 GMT+0800,107.632,107.632,107.632,107.632,0
21.04.2018 10:00:00.000 GMT+0800,107.632,107.632,107.632,107.632,0
21.04.2018 11:00:00.000 GMT+0800,107.632,107.632,107.632,107.632,0
21.04.2018 12:00:00.000 GMT+0800,107.632,107.632,107.632,107.632,0
21.04.2018 13:00:00.000 GMT+0800,107.632,107.632,107.632,107.632,0
21.04.2018 14:00:00.000 GMT+0800,107.632,107.632,107.632,107.632,0
21.04.2018 15:00:00.000 GMT+0800,107.632,107.632,107.632,107.632,0
21.04.2018 16:00:00.000 GMT+0800,107.632,107.632,107.632,107.632,0
21.04.2018 17:00:00.000 GMT+0800,107.632,107.632,107.632,107.632,0
21.04.2018 18:00:00.000 GMT+0800,107.632,107.632,107.632,107.632,0
21.04.2018 19:00:00.000 GMT+0800,107.632,107.632,107.632,107.632,0
21.04.2018 20:00:00.000 GMT+0800,107.632,107.632,107.632,107.632,0
21.04.2018 21:00:00.000 GMT+0800,107.632,107.632,107.632,107.632,0
21.04.2018 22:00:00.000 GMT+0800,107.632,107.632,107.632,107.632,0
21.04.2018 23:00:00.000 GMT+0800,107.632,107.632,107.632,107.632,0
22.04.2018 00:00:00.000 GMT+0800,107.632,107.632,107.632,107.632,0
22.04.2018 01:00:00.000 GMT+0800,107.632,107.632,107.632,107.632,0
22.04.2018 02:00:00.000 GMT+0800,107.632,107.632,107.632,107.632,0
22.04.2018 03:00:00.000 GMT+0800,107.632,107.632,107.632,107.632,0
22.04.2018 04:00:00.000 GMT+0800,107.632,107.632,107.632,107.632,0
22.04.2018 05:00:00.000 GMT+0800,107.632,107.632,107.632,107.632,0
22.04.2018 06:00:00.000 GMT+0800,107.632,107.632,107.632,107.632,0
22.04.2018 07:00:00.000 GMT+0800,107.632,107.632,107.632,107.632,0
22.04.2018 08:00:00.000 GMT+0800,107.632,107.632,107.632,107.632,0
22.04.2018 09:00:00.000 GMT+0800,107.632,107.632,107.632,107.632,0
22.04.2018 10:00:00.000 GMT+0800,107.632,107.632,107.632,107.632,0
22.04.2018 11:00:00.000 GMT+0800,107.632,107.632,107.632,107.632,0
22.04.2018 12:00:00.000 GMT+0800,107.632,107.632,107.632,107.632,0
22.04.2018 13:00:00.000 GMT+0800,107.632,107.632,107.632,107.632,0
22.04.2018 14:00:00.000 GMT+0800,107.632,107.632,107.632,107.632,0
22.04.2018 15:00:00.000 GMT+0800,107.632,107.632,107.632,107.632,0
22.04.2018 16:00:00.000 GMT+0800,107.632,107.632,107.632,107.632,0
22.04.2018 17:00:00.000 GMT+0800,107.632,107.632,107.632,107.632,0
22.04.2018 18:00:00.000 GMT+0800,107.632,107.632,107.632,107.632,0
22.04.2018 19:00:00.000 GMT+0800,107.632,107.632,107.632,107.632,0
22.04.2018 20:00:00.000 GMT+0800,107.632,107.632,107.632,107.632,0
22.04.2018 21:00:00.000 GMT+0800,107.632,107.632,107.632,107.632,0
22.04.2018 22:00:00.000 GMT+0800,107.632,107.632,107.632,107.632,0
22.04.2018 23:00:00.000 GMT+0800,107.632,107.632,107.632,107.632,0
23.04.2018 00:00:00.000 GMT+0800,107.632,107.632,107.632,107.632,0
23.04.2018 01:00:00.000 GMT+0800,107.632,107.632,107.632,107.632,0
23.04.2018 02:00:00.000 GMT+0800,107.632,107.632,107.632,107.632,0
23.04.2018 03:00:00.000 GMT+0800,107.632,107.632,107.632,107.632,0
23.04.2018 04:00:00.000 GMT+0800,107.632,107.632,107.632,107.632,0
23.04.2018 05:00:00.000 GMT+0800,107.765,107.818,107.736,107.764,1885.52
23.04.2018 06:00:00.000 GMT+0800,107.764,107.804,107.659,107.780,5462.8901
23.04.2018 07:00:00.000 GMT+0800,107.779,107.887,107.750,107.880,3409.6299
23.04.2018 08:00:00.000 GMT+0800,107.877,107.878,107.731,107.818,6341.8799
23.04.2018 09:00:00.000 GMT+0800,107.818,107.883,107.777,107.791,5072.02
23.04.2018 10:00:00.000 GMT+0800,107.790,107.815,107.738,107.813,3882.5701
23.04.2018 11:00:00.000 GMT+0800,107.813,107.844,107.803,107.807,3051.6799
23.04.2018 12:00:00.000 GMT+0800,107.808,107.835,107.784,107.806,2904.6499
23.04.2018 13:00:00.000 GMT+0800,107.805,107.832,107.766,107.801,3437.5801
23.04.2018 14:00:00.000 GMT+0800,107.803,107.876,107.788,107.842,5236.4302
23.04.2018 15:00:00.000 GMT+0800,107.841,107.939,107.820,107.913,7845.5698
23.04.2018 16:00:00.000 GMT+0800,107.912,108.010,107.859,107.999,6877.8501
23.04.2018 17:00:00.000 GMT+0800,108.000,108.255,107.997,108.199,5315.6802
23.04.2018 18:00:00.000 GMT+0800,108.199,108.279,108.169,108.219,4287.4302
23.04.2018 19:00:00.000 GMT+0800,108.220,108.279,108.169,108.170,3327.3601
23.04.2018 20:00:00.000 GMT+0800,108.171,108.258,108.125,108.212,5973.5
23.04.2018 21:00:00.000 GMT+0800,108.212,108.383,108.176,108.375,7882.3799
23.04.2018 22:00:00.000 GMT+0800,108.378,108.489,108.366,108.444,8659.7305
23.04.2018 23:00:00.000 GMT+0800,108.443,108.634,108.427,108.627,8102.5898
24.04.2018 00:00:00.000 GMT+0800,108.626,108.713,108.566,108.648,5755.9502
24.04.2018 01:00:00.000 GMT+0800,108.648,108.734,108.630,108.716,3821.8401
24.04.2018 02:00:00.000 GMT+0800,108.715,108.718,108.552,108.647,5739.04
24.04.2018 03:00:00.000 GMT+0800,108.645,108.753,108.632,108.726,4197.1602
24.04.2018 04:00:00.000 GMT+0800,108.729,108.748,108.676,108.701,1852.02
24.04.2018 05:00:00.000 GMT+0800,108.699,108.715,108.682,108.710,3689.6201
24.04.2018 06:00:00.000 GMT+0800,108.710,108.735,108.670,108.672,1426.15
24.04.2018 07:00:00.000 GMT+0800,108.672,108.789,108.672,108.772,2463.53
24.04.2018 08:00:00.000 GMT+0800,108.772,108.804,108.734,108.750,6553.1099
24.04.2018 09:00:00.000 GMT+0800,108.753,108.869,108.706,108.811,7279
24.04.2018 10:00:00.000 GMT+0800,108.811,108.832,108.693,108.751,5323.1899
24.04.2018 11:00:00.000 GMT+0800,108.751,108.831,108.742,108.769,3791.8401
24.04.2018 12:00:00.000 GMT+0800,108.769,108.832,108.769,108.812,2969.6699
24.04.2018 13:00:00.000 GMT+0800,108.811,108.811,108.754,108.796,3652.1799
24.04.2018 14:00:00.000 GMT+0800,108.796,108.863,108.754,108.863,5755.6201
24.04.2018 15:00:00.000 GMT+0800,108.863,108.917,108.836,108.887,7059.8599
24.04.2018 16:00:00.000 GMT+0800,108.886,108.900,108.810,108.820,5808.02
24.04.2018 17:00:00.000 GMT+0800,108.820,108.862,108.805,108.832,4663.2402
24.04.2018 18:00:00.000 GMT+0800,108.831,108.857,108.774,108.848,4658.3901
24.04.2018 19:00:00.000 GMT+0800,108.849,108.869,108.793,108.797,4590.3799
24.04.2018 20:00:00.000 GMT+0800,108.795,109.066,108.792,108.998,7000.8901
24.04.2018 21:00:00.000 GMT+0800,108.996,109.157,108.939,109.083,11587.5303
24.04.2018 22:00:00.000 GMT+0800,109.082,109.178,109.025,109.171,10357.9297
24.04.2018 23:00:00.000 GMT+0800,109.172,109.199,109.032,109.032,8565.4004
25.04.2018 00:00:00.000 GMT+0800,109.032,109.071,108.711,108.721,10041.5498
25.04.2018 01:00:00.000 GMT+0800,108.720,108.789,108.633,108.643,8480.8301
25.04.2018 02:00:00.000 GMT+0800,108.644,108.678,108.542,108.676,9788.5303
25.04.2018 03:00:00.000 GMT+0800,108.675,108.750,108.655,108.747,7971.73
25.04.2018 04:00:00.000 GMT+0800,108.745,108.831,108.743,108.813,3635.6201
25.04.2018 05:00:00.000 GMT+0800,108.808,108.827,108.786,108.820,4051.1101
25.04.2018 06:00:00.000 GMT+0800,108.820,108.876,108.816,108.856,1647.41
25.04.2018 07:00:00.000 GMT+0800,108.856,108.864,108.796,108.802,2207.9199
25.04.2018 08:00:00.000 GMT+0800,108.802,108.963,108.788,108.890,6682.21
25.04.2018 09:00:00.000 GMT+0800,108.890,109.061,108.871,108.919,8838.3203
25.04.2018 10:00:00.000 GMT+0800,108.919,108.936,108.810,108.897,6028.9302
25.04.2018 11:00:00.000 GMT+0800,108.898,109.018,108.884,109.016,4531.1499
25.04.2018 12:00:00.000 GMT+0800,109.015,109.044,108.972,109.033,4283.4399
25.04.2018 13:00:00.000 GMT+0800,109.033,109.081,108.998,109.063,8158.1099
25.04.2018 14:00:00.000 GMT+0800,109.062,109.170,109.060,109.166,7871.1802
25.04.2018 15:00:00.000 GMT+0800,109.166,109.266,109.136,109.250,5577.5298
25.04.2018 16:00:00.000 GMT+0800,109.250,109.267,109.058,109.088,7983.5298
25.04.2018 17:00:00.000 GMT+0800,109.089,109.104,108.981,109.085,6382.3501
25.04.2018 18:00:00.000 GMT+0800,109.085,109.137,109.046,109.054,4860.3398
25.04.2018 19:00:00.000 GMT+0800,109.053,109.250,109.034,109.220,6757.8999
25.04.2018 20:00:00.000 GMT+0800,109.219,109.254,109.166,109.199,6370.6299
25.04.2018 21:00:00.000 GMT+0800,109.199,109.288,109.055,109.107,9300.2197
25.04.2018 22:00:00.000 GMT+0800,109.106,109.344,109.099,109.306,11887.54
25.04.2018 23:00:00.000 GMT+0800,109.306,109.382,109.242,109.336,9933.4297
26.04.2018 00:00:00.000 GMT+0800,109.335,109.365,109.234,109.240,8334.8496
26.04.2018 01:00:00.000 GMT+0800,109.239,109.374,109.237,109.363,5926.9102
26.04.2018 02:00:00.000 GMT+0800,109.364,109.375,109.299,109.348,5100.6401
26.04.2018 03:00:00.000 GMT+0800,109.348,109.372,109.306,109.362,6023.3501
26.04.2018 04:00:00.000 GMT+0800,109.365,109.454,109.348,109.421,3291.47
26.04.2018 05:00:00.000 GMT+0800,109.423,109.423,109.368,109.393,2756.76
26.04.2018 06:00:00.000 GMT+0800,109.392,109.469,109.392,109.408,2308.0901
26.04.2018 07:00:00.000 GMT+0800,109.409,109.447,109.356,109.374,2571.46
26.04.2018 08:00:00.000 GMT+0800,109.377,109.433,109.243,109.413,5824.9302
26.04.2018 09:00:00.000 GMT+0800,109.413,109.455,109.290,109.367,5991.52
26.04.2018 10:00:00.000 GMT+0800,109.365,109.375,109.305,109.367,3726.74
26.04.2018 11:00:00.000 GMT+0800,109.369,109.374,109.278,109.291,5980.6201
26.04.2018 12:00:00.000 GMT+0800,109.291,109.356,109.291,109.338,9004.7002
26.04.2018 13:00:00.000 GMT+0800,109.336,109.347,109.289,109.325,2800.27
26.04.2018 14:00:00.000 GMT+0800,109.327,109.395,109.280,109.295,6278.5601
26.04.2018 15:00:00.000 GMT+0800,109.296,109.362,109.243,109.326,8714.1504
26.04.2018 16:00:00.000 GMT+0800,109.325,109.379,109.307,109.355,5422.8301
26.04.2018 17:00:00.000 GMT+0800,109.354,109.383,109.264,109.294,4635.0801
26.04.2018 18:00:00.000 GMT+0800,109.294,109.316,109.174,109.212,5127.3101
26.04.2018 19:00:00.000 GMT+0800,109.212,109.236,109.103,109.180,5715.0801
26.04.2018 20:00:00.000 GMT+0800,109.180,109.263,109.098,109.171,12360.4297
26.04.2018 21:00:00.000 GMT+0800,109.170,109.205,109.066,109.193,9455.5596
26.04.2018 22:00:00.000 GMT+0800,109.191,109.363,109.181,109.363,11837.0195
26.04.2018 23:00:00.000 GMT+0800,109.361,109.396,109.254,109.293,7523.2598
27.04.2018 00:00:00.000 GMT+0800,109.295,109.329,109.192,109.200,5032.5
27.04.2018 01:00:00.000 GMT+0800,109.201,109.306,109.201,109.296,3586
27.04.2018 02:00:00.000 GMT+0800,109.296,109.405,109.285,109.345,5158.75
27.04.2018 03:00:00.000 GMT+0800,109.348,109.419,109.316,109.357,4300.77
27.04.2018 04:00:00.000 GMT+0800,109.357,109.381,109.294,109.294,2695.6899
27.04.2018 05:00:00.000 GMT+0800,109.294,109.343,109.253,109.307,5173.54
27.04.2018 06:00:00.000 GMT+0800,109.305,109.353,109.302,109.348,1095.34
27.04.2018 07:00:00.000 GMT+0800,109.347,109.347,109.301,109.302,1124.0699
27.04.2018 08:00:00.000 GMT+0800,109.302,109.325,109.233,109.266,6588.52
27.04.2018 09:00:00.000 GMT+0800,109.266,109.337,109.152,109.158,6165.75
27.04.2018 10:00:00.000 GMT+0800,109.160,109.238,109.144,109.159,4420.25
27.04.2018 11:00:00.000 GMT+0800,109.158,109.245,109.157,109.174,4078.96
27.04.2018 12:00:00.000 GMT+0800,109.175,109.219,109.153,109.179,3611.6599
27.04.2018 13:00:00.000 GMT+0800,109.178,109.323,109.163,109.243,5008.9702
27.04.2018 14:00:00.000 GMT+0800,109.244,109.339,109.244,109.303,6343.6602
27.04.2018 15:00:00.000 GMT+0800,109.303,109.502,109.273,109.393,7086.73
27.04.2018 16:00:00.000 GMT+0800,109.392,109.402,109.287,109.375,6418.48
27.04.2018 17:00:00.000 GMT+0800,109.375,109.384,109.256,109.301,5402.4199
27.04.2018 18:00:00.000 GMT+0800,109.302,109.365,109.302,109.307,4841.7998
27.04.2018 19:00:00.000 GMT+0800,109.309,109.348,109.297,109.320,4490.3701
27.04.2018 20:00:00.000 GMT+0800,109.319,109.536,109.263,109.312,11982.6504
27.04.2018 21:00:00.000 GMT+0800,109.313,109.343,109.129,109.204,10422.8203
27.04.2018 22:00:00.000 GMT+0800,109.203,109.266,108.964,109.074,11124.5801
27.04.2018 23:00:00.000 GMT+0800,109.074,109.141,109.007,109.117,6721.7002
28.04.2018 00:00:00.000 GMT+0800,109.119,109.148,109.047,109.084,4670.7598
28.04.2018 01:00:00.000 GMT+0800,109.084,109.146,109.084,109.105,3308.5801
28.04.2018 02:00:00.000 GMT+0800,109.108,109.121,109.016,109.023,4054.6599
28.04.2018 03:00:00.000 GMT+0800,109.023,109.069,108.986,109.059,3983.9299
28.04.2018 04:00:00.000 GMT+0800,109.057,109.137,109.034,109.045,1798.4301
28.04.2018 05:00:00.000 GMT+0800,109.045,109.045,109.045,109.045,0
28.04.2018 06:00:00.000 GMT+0800,109.045,109.045,109.045,109.045,0
28.04.2018 07:00:00.000 GMT+0800,109.045,109.045,109.045,109.045,0
28.04.2018 08:00:00.000 GMT+0800,109.045,109.045,109.045,109.045,0
28.04.2018 09:00:00.000 GMT+0800,109.045,109.045,109.045,109.045,0
28.04.2018 10:00:00.000 GMT+0800,109.045,109.045,109.045,109.045,0
28.04.2018 11:00:00.000 GMT+0800,109.045,109.045,109.045,109.045,0
28.04.2018 12:00:00.000 GMT+0800,109.045,109.045,109.045,109.045,0
28.04.2018 13:00:00.000 GMT+0800,109.045,109.045,109.045,109.045,0
28.04.2018 14:00:00.000 GMT+0800,109.045,109.045,109.045,109.045,0
28.04.2018 15:00:00.000 GMT+0800,109.045,109.045,109.045,109.045,0
28.04.2018 16:00:00.000 GMT+0800,109.045,109.045,109.045,109.045,0
28.04.2018 17:00:00.000 GMT+0800,109.045,109.045,109.045,109.045,0
28.04.2018 18:00:00.000 GMT+0800,109.045,109.045,109.045,109.045,0
28.04.2018 19:00:00.000 GMT+0800,109.045,109.045,109.045,109.045,0
28.04.2018 20:00:00.000 GMT+0800,109.045,109.045,109.045,109.045,0
28.04.2018 21:00:00.000 GMT+0800,109.045,109.045,109.045,109.045,0
28.04.2018 22:00:00.000 GMT+0800,109.045,109.045,109.045,109.045,0
28.04.2018 23:00:00.000 GMT+0800,109.045,109.045,109.045,109.045,0
29.04.2018 00:00:00.000 GMT+0800,109.045,109.045,109.045,109.045,0
29.04.2018 01:00:00.000 GMT+0800,109.045,109.045,109.045,109.045,0
29.04.2018 02:00:00.000 GMT+0800,109.045,109.045,109.045,109.045,0
29.04.2018 03:00:00.000 GMT+0800,109.045,109.045,109.045,109.045,0
