Date,momentum3close,momentum4close,momentum5close,momentum8close,momentum9close,momentum10close,open,high,low,close
2018-04-02 15:00:00,-0.04099999999999682,-0.06700000000000728,-0.036000000000001364,-0.027999999999991587,-0.01099999999999568,0.030000000000001137,106.329,106.331,106.27600000000001,106.29
2018-04-02 16:00:00,-0.030000000000001137,-0.04800000000001603,-0.07400000000002649,0.001999999999981128,-0.0350000000000108,-0.018000000000014893,106.289,106.31700000000001,106.26799999999999,106.28299999999999
2018-04-02 17:00:00,-0.03900000000000148,-0.02199999999999136,-0.04000000000000625,-0.04600000000000648,0.009999999999990905,-0.027000000000001023,106.28299999999999,106.292,106.26299999999999,106.291
2018-04-02 18:00:00,-0.005000000000009663,-0.045000000000001705,-0.027999999999991587,-0.04100000000001103,-0.05200000000000671,0.003999999999990678,106.292,106.318,106.285,106.285
2018-04-02 19:00:00,-0.002999999999985903,-0.010000000000005116,-0.04999999999999716,-0.07700000000001239,-0.04600000000000648,-0.05700000000000216,106.287,106.307,106.264,106.28
2018-04-02 20:00:00,0.1360000000000099,0.14400000000001967,0.13700000000000045,0.09600000000000364,0.06999999999999318,0.10099999999999909,106.279,106.429,106.26700000000001,106.427
2018-04-02 21:00:00,0.06799999999999784,0.06199999999999761,0.07000000000000739,0.04000000000000625,0.02199999999999136,-0.004000000000019099,106.426,106.448,106.34100000000001,106.353
2018-04-02 22:00:00,-0.060000000000002274,-0.06499999999999773,-0.07099999999999795,-0.10999999999999943,-0.09299999999998931,-0.1110000000000042,106.352,106.439,106.208,106.22
2018-04-02 23:00:00,-0.43200000000000216,-0.2849999999999966,-0.28999999999999204,-0.2950000000000017,-0.33499999999999375,-0.31799999999998363,106.219,106.23,105.944,105.995
2018-04-03 00:00:00,-0.33899999999999864,-0.4130000000000109,-0.26600000000000534,-0.26899999999999125,-0.27600000000001046,-0.3160000000000025,105.995,106.12100000000001,105.98700000000001,106.014
2018-04-03 01:00:00,-0.5529999999999973,-0.6859999999999928,-0.7600000000000051,-0.6239999999999952,-0.6159999999999854,-0.6230000000000047,106.012,106.03399999999999,105.666,105.667
2018-04-03 02:00:00,-0.14700000000000557,-0.3719999999999999,-0.5049999999999955,-0.4369999999999976,-0.44299999999999784,-0.43499999999998806,105.666,105.87200000000001,105.65700000000001,105.848
2018-04-03 03:00:00,-0.11599999999999966,-0.09700000000000841,-0.32200000000000273,-0.382000000000005,-0.38700000000000045,-0.3930000000000007,105.84700000000001,105.946,105.82,105.898
2018-04-03 04:00:00,0.2109999999999843,-0.1360000000000099,-0.11700000000001864,-0.5490000000000208,-0.40200000000001523,-0.4070000000000107,105.897,105.947,105.87799999999999,105.87799999999999
2018-04-03 05:00:00,-0.000999999999990564,0.18000000000000682,-0.16699999999998738,-0.505999999999986,-0.5799999999999983,-0.4329999999999927,105.87799999999999,105.911,105.816,105.84700000000001
2018-04-03 06:00:00,-0.06399999999999295,-0.013999999999995794,0.1670000000000016,-0.3859999999999957,-0.5189999999999912,-0.5930000000000035,105.84700000000001,105.887,105.833,105.834
2018-04-03 07:00:00,-0.0829999999999842,-0.10299999999999443,-0.05299999999999727,-0.20000000000000284,-0.42499999999999716,-0.5579999999999927,105.833,105.848,105.738,105.795
2018-04-03 08:00:00,-0.03700000000000614,-0.06799999999998363,-0.08799999999999386,-0.20399999999999352,-0.18500000000000227,-0.4099999999999966,105.796,105.854,105.69200000000001,105.81
2018-04-03 09:00:00,0.027000000000001023,0.013999999999995794,-0.016999999999981696,0.19400000000000261,-0.1529999999999916,-0.13400000000000034,105.809,105.936,105.79899999999999,105.861
2018-04-03 10:00:00,0.10899999999999466,0.06999999999999318,0.05699999999998795,0.055999999999997385,0.23699999999999477,-0.10999999999999943,105.861,105.95299999999999,105.819,105.904
2018-04-03 11:00:00,0.1389999999999958,0.15399999999999636,0.11499999999999488,0.05100000000000193,0.10099999999999909,0.2819999999999965,105.904,105.976,105.868,105.949
2018-04-03 12:00:00,0.07500000000000284,0.12600000000000477,0.14100000000000534,0.058000000000021146,0.038000000000010914,0.08800000000000807,105.948,105.976,105.921,105.936
2018-04-03 13:00:00,0.08400000000000318,0.12699999999999534,0.17799999999999727,0.14099999999999113,0.11000000000001364,0.09000000000000341,105.936,106.036,105.87299999999999,105.988
2018-04-03 14:00:00,-0.0519999999999925,-0.006999999999990791,0.036000000000001364,0.06300000000000239,0.04999999999999716,0.019000000000019668,105.986,106.07,105.758,105.897
2018-04-03 15:00:00,0.10599999999999454,0.09300000000000352,0.13800000000000523,0.2469999999999999,0.2079999999999984,0.19499999999999318,105.895,106.09200000000001,105.89299999999999,106.042
2018-04-03 16:00:00,0.11099999999999,0.1629999999999825,0.14999999999999147,0.28899999999998727,0.30399999999998784,0.26499999999998636,106.044,106.191,106.039,106.09899999999999
2018-04-03 17:00:00,0.3050000000000068,0.21400000000001285,0.26600000000000534,0.3410000000000082,0.3920000000000101,0.4070000000000107,106.09700000000001,106.20700000000001,106.056,106.20200000000001
2018-04-03 18:00:00,0.15500000000000114,0.29999999999999716,0.20900000000000318,0.29300000000000637,0.3359999999999985,0.38700000000000045,106.20200000000001,106.26799999999999,106.12899999999999,106.197
2018-04-03 19:00:00,0.1490000000000009,0.20599999999998886,0.3509999999999849,0.2989999999999924,0.3439999999999941,0.38699999999998624,106.199,106.273,106.16,106.24799999999999
2018-04-03 20:00:00,0.09099999999997976,0.19400000000000261,0.25099999999999056,0.3569999999999851,0.3439999999999941,0.3889999999999958,106.24700000000001,106.302,106.20200000000001,106.29299999999999
2018-04-03 21:00:00,0.2680000000000007,0.262999999999991,0.36600000000001387,0.47700000000000387,0.5289999999999964,0.5160000000000053,106.296,106.575,106.27,106.465
2018-04-03 22:00:00,0.30800000000000693,0.35899999999999466,0.353999999999985,0.6589999999999918,0.5679999999999978,0.6199999999999903,106.464,106.59299999999999,106.38,106.556
2018-04-03 23:00:00,0.1460000000000008,0.1910000000000025,0.24199999999999022,0.39699999999999136,0.5419999999999874,0.4509999999999934,106.556,106.57799999999999,106.43799999999999,106.439
2018-04-04 00:00:00,-0.02400000000000091,0.14800000000001035,0.19300000000001205,0.34200000000001296,0.3990000000000009,0.5439999999999969,106.441,106.49799999999999,106.391,106.441
2018-04-04 01:00:00,0.005000000000009663,0.09600000000000364,0.2680000000000149,0.35899999999999466,0.4620000000000175,0.5190000000000055,106.441,106.57799999999999,106.40700000000001,106.561
2018-04-04 02:00:00,0.13400000000000034,0.016999999999995907,0.10799999999998988,0.37599999999999056,0.3709999999999809,0.47400000000000375,106.561,106.57799999999999,106.421,106.573
2018-04-04 03:00:00,0.20600000000000307,0.20800000000001262,0.09100000000000819,0.3990000000000151,0.45000000000000284,0.4449999999999932,106.571,106.655,106.535,106.647
2018-04-04 04:00:00,0.04600000000000648,0.16600000000001103,0.16800000000002058,0.3140000000000214,0.3590000000000231,0.4100000000000108,106.65,106.65299999999999,106.59100000000001,106.60700000000001
2018-04-04 05:00:00,0.021000000000000796,0.03299999999998704,0.1529999999999916,0.12899999999999068,0.30100000000000193,0.34600000000000364,106.60600000000001,106.654,106.59100000000001,106.594
2018-04-04 06:00:00,-0.14400000000001967,-0.07000000000000739,-0.058000000000021146,-0.05300000000001148,0.03799999999998249,0.20999999999999375,106.59299999999999,106.618,106.494,106.50299999999999
2018-04-04 07:00:00,-0.16600000000001103,-0.20600000000000307,-0.1319999999999908,0.0020000000000095497,-0.11499999999999488,-0.02400000000000091,106.505,106.545,106.425,106.441
2018-04-04 08:00:00,-0.07099999999999795,-0.0840000000000174,-0.12400000000000944,0.08199999999999363,0.08400000000000318,-0.03300000000000125,106.445,106.59,106.40899999999999,106.523
2018-04-04 09:00:00,0.01100000000000989,-0.0799999999999983,-0.09300000000001774,-0.047000000000011255,0.07299999999999329,0.07500000000000284,106.525,106.584,106.431,106.514
2018-04-04 10:00:00,0.03499999999999659,-0.026999999999986812,-0.117999999999995,-0.0969999999999942,-0.08500000000000796,0.03499999999999659,106.514,106.546,106.459,106.476
2018-04-04 11:00:00,-0.016999999999995907,0.06499999999999773,0.0030000000000143245,-0.14100000000000534,-0.06699999999999307,-0.05500000000000682,106.478,106.56,106.464,106.506
2018-04-04 12:00:00,0.043000000000006366,0.034000000000006025,0.11599999999999966,-0.05000000000001137,-0.09000000000000341,-0.015999999999991132,106.507,106.557,106.485,106.557
2018-04-04 13:00:00,0.06400000000000716,0.02600000000001046,0.017000000000010118,-0.053999999999987836,-0.06700000000000728,-0.10699999999999932,106.556,106.59100000000001,106.49600000000001,106.54
2018-04-04 14:00:00,0.14699999999999136,0.1769999999999925,0.1389999999999958,0.15000000000000568,0.0589999999999975,0.04599999999997806,106.54,106.68700000000001,106.529,106.65299999999999
2018-04-04 15:00:00,-0.35300000000000864,-0.3020000000000067,-0.27200000000000557,-0.23700000000000898,-0.2989999999999924,-0.39000000000000057,106.65,106.65,106.193,106.204
2018-04-04 16:00:00,-0.3430000000000035,-0.35999999999999943,-0.3089999999999975,-0.3259999999999934,-0.24399999999999977,-0.3059999999999832,106.205,106.221,105.99,106.197
2018-04-04 17:00:00,-0.48399999999999466,-0.3710000000000093,-0.38800000000000523,-0.34499999999999886,-0.3539999999999992,-0.27200000000000557,106.199,106.21,106.10600000000001,106.169
2018-04-04 18:00:00,-0.0689999999999884,-0.5179999999999865,-0.40500000000000114,-0.340999999999994,-0.3789999999999907,-0.387999999999991,106.17,106.176,105.992,106.135
2018-04-04 19:00:00,-0.023000000000010346,-0.030000000000001137,-0.4789999999999992,-0.33200000000000784,-0.3020000000000067,-0.3400000000000034,106.13600000000001,106.24700000000001,106.124,106.17399999999999
2018-04-04 20:00:00,0.07899999999999352,0.05099999999998772,0.04399999999999693,-0.3090000000000117,-0.2580000000000098,-0.22800000000000864,106.17399999999999,106.27799999999999,106.12100000000001,106.24799999999999
2018-04-04 21:00:00,0.18899999999999295,0.15500000000000114,0.12699999999999534,-0.21600000000000819,-0.2330000000000041,-0.18200000000000216,106.24799999999999,106.35600000000001,106.18799999999999,106.324
2018-04-04 22:00:00,0.37700000000000955,0.4159999999999968,0.382000000000005,-0.10199999999998965,0.01099999999999568,-0.006000000000000227,106.335,106.566,106.238,106.551
